ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode en hoofdstuk
6707,karaktertrek,trait,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6708,kassa (supermarkt) / kassa,checkout,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6709,kritiek op,criticism of,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6710,levensduur,lifespan,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6711,miezeren / motregenen,drizzle,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6712,namelijk,namely,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6713,ongeneeslijk,incurable,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6714,ontwijken,dodge,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6715,onwaarschijnlijk,unlikely,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6716,op het punt staan om,be about to,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6717,operatie,surgery,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6718,oudere/ ouderen,elderly,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6719,plank / schap,shelf,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6720,scheur,tear,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6721,schiereiland,peninsula,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6722,wankelen / strompelen,stagger,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6723,suikerziekte,diabetes,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6724,tot en met,up to and including,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6725,verdraaien,distort,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6726,verkeerd uitpakken,turn out wrong,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6727,verklaren,declare,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6728,verplicht,compulsory,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6729,verstuiken,sprain,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6730,verwachting,expectancy,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6731,voorafgaand aan,prior to,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6732,voorlopig,for the time being,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6733,vrijwel / praktisch,virtually,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6734,zich richten op,cater for,Nederlands,Engels,Ofcourse3-6vwo-H6-NE
6735,accountable,verantwoordelijk,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6736,all-embracing,allesomvattend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6737,allowance,toelage,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6738,benevolent,vriendelijk / welwillend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6739,bicker,kibbelen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6740,confer,verlenen / toekennen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6741,default,standaard,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6742,derogatory,beledigend en afkeurend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6743,disdain,minachtig,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6744,disposition,aard / karakter,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6745,durable,duurzaam,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6746,enviable,benijdenswaardig,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6747,fringe,bijkomend / extra,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6748,hallmark,kenmerk,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6749,injunction,bevel,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6750,lapse,tijdelijke terugval,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6751,plaintiff,aanklager / eiser,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6752,presumption,vermoeden,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6753,privilege,voorrecht,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6754,status quo,bestaande situatie,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6755,transgress,overtreden,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6756,avaricious,hebzuchtig,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6757,blemish,smet / vlek,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6758,blunt,bot,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6759,cram,volproppen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6760,cite,citeren / aanhalen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6761,contemplate,overwegen om,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6762,contender,kandidaat,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6763,crooked,corrupt,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6764,curb,inperken / terugdringen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6765,enrol,zich inschrijven,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6766,foremost,meest vooraanstaand,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6767,jeopardize,in gevaar brengen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6768,lament,betreuren,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6769,outright,regelrecht,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6770,prevail,zegevieren / de overhand hebben,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6771,resentful,verbitterd / boos,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6772,seamless,naadloos / probleemloos,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6773,spawn,genereren / voortbrengen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6774,stupify,verbijsteren / compleet verbazen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6775,vet,controleren / controleren van een tekst,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6776,adversary,tegenstander,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6777,agile,lenig,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6778,alliance,verbond,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6779,clergy,geestelijken,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6780,conducive to,bevorderlijk voor,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6781,counterpart,ambtsgenoot / tegenhanger,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6782,dispute,geschil,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6783,draft,concept / kladversie,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6784,evoke,oproepen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6785,extenuating,verzachtend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6786,forge,ontwikkelen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6787,glare,boos kijken,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6788,incite to,aanzetten tot,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6789,intriguing,boeiend / intrigerend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6790,laudable,prijzenwaardig,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6791,leap,sprong,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6792,looting,plunderen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6793,magnitude,grootte / omvang,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6794,mitigating,verzachtend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6795,plagiarism,plagiaat,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6796,repressive,onderdrukkend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6797,secular,wereldlijk / niet-kerkelijk,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6798,alteration,verandering,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6799,altruistic,onzelfzuchtig / niet-egoïstisch,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6800,buzz,opwinding,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6801,clamber,klauteren,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6802,compassionate,medelevend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6803,cue,hint / signaal,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6804,feckless,zwak / ongeïnteresseerd,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6805,foster,aanmoedigen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6806,have overdraft,rood staan,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6807,be imbued with,vervuld zijn van,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6808,indispensable,onmisbaar,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6809,lay off,ontslaan,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6810,muddle,in de war brengen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6811,pampered,verwend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6812,peril,gevaar,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6813,predecessor,voorganger,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6814,relief,hulp,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6815,retain,behouden,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6816,snappish,snauwerig,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6817,stabbing,steken / steken met een mes,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6818,substantiate,bevestigen / bewijzen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6819,telling,treffend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6820,torment,kwellen / pijnigen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6821,uprising,opstand,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6822,articulate,duidelijk / duidelijk verwoord,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6823,audacious,gedurfd,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6824,beneficial,gunstig,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6825,chair,voorzitter zijn van / voorzitten,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6826,conclusive,eenduidig / beslissend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6827,contemporary,tijdgenoot,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6828,disposable,wegwerp-,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6829,dissolve,ontbinden,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6830,endowment,gift,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6831,expedite,versnellen / bespoedigen,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6832,forgo,zich onthouden van / zich onthouden van iets leuks,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6833,fuel,aanwakkeren,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6834,incontrovertible,onweerlegbaar,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6835,indulge,zich uitleven,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6836,narrative,beschrijving / verhaal,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6837,ostensibly,ogenschijnlijk / kennelijk,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6838,pivotal,zeer belangrijk / centraal,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6839,preliminary,voorbereidend,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6840,proliferation,plotselinge toename,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6841,relinquish,afzien van / opgeven,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6842,sluggish,traag,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6843,stir up,aanzetten tot,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6844,submit,inleveren,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6845,unsustainable,onhoudbaar,Engels,Nederlands,Ofcourse3-6vwo-H7-EN
6846,iemand aanspreken / aanspreken,address,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6847,afzeggen,call off,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6848,belemmering,barrier,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6849,bemanning,crew,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6850,beschrijven,define,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6851,fronsen,frown,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6852,genadeloos,merciless,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6853,grens,boundary,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6854,grijnzen,grin,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6855,het was een rib uit mijn lijf,it cost me an arm and a leg,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6856,ijdel,vain,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6857,knus,snug,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6858,kreunen,moan,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6859,middel / oplossing,remedy,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6860,mild,lenient,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6861,natuurschoon,scenery,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6862,oefening baart kunst,practice makes perfect,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6863,omkoping,bribery,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6864,onhandig,awkward,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6865,onwel,under the weather,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6866,opscheppen,boast,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6867,patat / friet,chips,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6868,prikkelbaar,touchy,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6869,verwaarloosbaar / heel klein,marginal,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6870,reglement,regulation,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6871,samenvatten,sum up,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6872,snikken,sob,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6873,uitjouwen,jeer,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6874,vaartuig / boot,vessel,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6875,vakbond,union,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6876,verachten,despise,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6877,zich verspreken,make a slip of the tongue,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6878,voormalig,former,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6879,voorrang hebben op,take precedence over,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6880,vrolijk,cheerful,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6881,zwaartekracht,gravity,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6882,afslaan,turn down,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6883,allochtoon,immigrant,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6884,bedrading,wiring,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6885,brochure,leaflet,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6886,broodje,roll,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6887,de gewone man,the man in the street,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6888,een ongeluk komt nooit alleen,misfortunes never come single,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6889,exemplaar,copy,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6890,garantie,guarantee,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6891,gillen,shriek,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6892,inleiding / voorwoord,preface,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6893,laten we er voor vandaag maar 'n punt achter zetten,let's call it a day,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6894,naar de stembus gaan,go to the polls,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6895,neerkrabbelen / snel opschrijven,scribble,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6896,het negeren van / negeren van,disregard of,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6897,nummer,issue,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6898,ongekend,unprecedented,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6899,op één hoop gooien,lump together,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6900,romanschrijver,novelist,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6901,rondkomen,make ends meet,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6902,schrift,notebook,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6903,spraakzaam,talkative,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6904,spreekvaardigheid,fluency,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6905,stofzuiger,vacuum cleaner,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6906,vaatwasser,dishwasher,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6907,valkuil,trap / trapping,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6908,van tevoren,beforehand,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6909,verbreden,broaden,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6910,verdacht,suspected,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6911,verzoek,plea,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6912,voor schut staan,be the laughing stock,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6913,waar het op neerkomt,the bottom-line is / the bottom line is,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6914,weigering,refusal,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6915,zoogdier,mammal,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6916,zwerfafval,litter,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6917,aanklacht indienen,bring charges against,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6918,aanzetten,switch,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6919,arbeidersklasse,working class,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6920,belachelijk,preposterous,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6921,benodigd,required,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6922,censureren,censor,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6923,dat is zacht uitgedrukt,that is putting it mildly,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6924,deelname,participation,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6925,eromheen praten,beat about the bush,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6926,gegevensbank,data bank,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6927,helemaal opnieuw beginnen,start from scratch,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6928,langs elkaar heen praten,talk at cross purposes,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6929,om maar niet te spreken van,not to mention,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6930,omslagpunt,tipping point,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6931,onverwachts,out of the blue,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6932,opsluiting,detention,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6933,opsporen,track down,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6934,paal,post,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6935,plek,spot,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6936,prooi,prey,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6937,rel,riot,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6938,relschopper,rioter,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6939,riem,belt,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6940,roofdier (ook figuurlijk) / roofdier,predator,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6941,springlevend,alive and kicking,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6942,strafmaatregel / sanctie,sanction,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6943,stroom,flow,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6944,struik,shrub,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6945,tegen de draad in gaan,go against the grain,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6946,telewerken,telecommuting,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6947,uitkomen (dromen) / uitkomen,come true,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6948,verhoogd,increased,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6949,verlichten,illuminate,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6950,vervolgen,prosecute,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6951,viezerik,pervert,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6952,voor onbepaalde tijd,indefinitely,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6953,voorstel,proposition,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6954,zowel … als / evenals,as well as,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6955,bekrompen,narrow-minded,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6956,beton,concrete,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6957,bewustzijn,consciousness,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6958,bezet,engaged,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6959,boete,fine,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6960,consequent,consistent,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6961,de tafel afruimen,clear the table,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6962,de tafel dekken,lay the table / set the table,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6963,Doe waar je voor staat.,Practise what you preach.,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6964,eigenaar,proprietor,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6965,in het stopcontact steken,plug in,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6966,inlevingsvermogen,empathy,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6967,kist,chest,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6968,miezeren / motregenen,drizzle,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6969,oneven,odd,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6970,onterecht,falsely,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6971,onverdraagzaam,intolerant,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6972,oplichter,impostor,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6973,rente,interest,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6974,roekeloos,reckless,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6975,samenstellen,compile,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6976,slopen,tear down,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6977,slordige fout,slip-up,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6978,stage,internship,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6979,stagiair,intern,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6980,statiegeld,deposit,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6981,stellen / beweren,argue,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6982,stortvloed,torrent,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6983,timmerman,carpenter,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6984,versnellen,accelerate,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6985,verzoeken,request,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6986,vruchtbaar,fertile,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6987,vooroordeel,prejudice,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6988,zelfbeheersing,restraint,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6989,zeuren,nag,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6990,aanmeldingsformulier,entry form,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6991,aanvrager,applicant,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6992,afleiding,diversion,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6993,auteursrecht,copyright,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6994,baat hebben bij,profit from,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6995,behalve / naast,apart from,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6996,beoordeling / evaluatie,assessment,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6997,concurrent,competitor,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6998,enquêteren,survey,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
6999,ervoor zorgen,take care,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7000,fitnessen,work out,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7001,fragment,excerpt,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7002,geconfronteerd worden met een probleem,be presented with a problem,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7003,genomineerd,short-listed,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7004,gespierd,muscular,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7005,gevoelig voor,susceptible to,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7006,geweldloosheid,non-violence,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7007,goedpraten,excuse,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7008,iemand doen geloven,lead somebody to believe,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7009,betekenen / inhouden,imply,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7010,inschrijving,registration,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7011,kwetsbaar voor,vulnerable to,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7012,legitiem / wettelijk toegestaan,legitimate,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7013,mogelijke,potential,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7014,ondermijnen,undermine,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7015,overbodig,redundant,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7016,overbrengen,transmit,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7017,overgewicht hebben,be overweight,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7018,per definitie,by definition,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7019,rechtvaardigen,justify,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7020,tot voor kort,until recently,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7021,tweede (in een wedstrijd) / tweede,runner-up,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7022,verschaffen,provide with,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7023,voldoen aan,live up to,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7024,zogenaamd,supposedly,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
7025,zwaarder wegen dan,outweigh,Nederlands,Engels,Ofcourse3-6vwo-H7-NE
